HS 2012 Product Code,HS 2012 Product Description,HS 1988/92 Product Code,HS 1988/92 Product Description
630590,Of other textile materials,630590,"Sacks and bags, used for packing goods, of othe"
630612,Of synthetic fibres,630612,"Tarpaulins, awnings and sunblinds, of synthetic"
630619,Of other textile materials,630619,"Tarpaulins, awnings and sunblinds, of other tex"
630622,Of synthetic fibres,630622,Tents of synthetic fibres
630629,Of other textile materials,630629,"Tents of other textiles, nes"
630630,Sails,630631,Sails of synthetic fibres
630640,Pneumatic mattresses,630649,"Pneumatic mattresses, of other textiles (excl."
630690,Other,630699,Camping goods of other textiles (excl. cotton a
630710,"Floor-cloths, dish-cloths, dusters and similar cleaning cloths",630710,"Floor-cloths, dish-cloths, dusters and similar"
630720,Life-jackets and life-belts,630720,Life-jackets and life-belts
630790,Other,630790,"Made up articles (incl. dress patterns), nes"
630800,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into rugs, tapestries, embroidered table cloths or serviettes, or similar textile articles, put up in packings for retail sale.",630800,"Sets of woven fabric and yarn, for making up in"
630900,Worn clothing and other worn articles.,630900,Worn clothing and other worn articles
631010,Sorted,631010,"Used or new rags, worn out scrap twine, cordage"
631090,Other,631090,"Used or new rags, worn out scrap twine, cordage"
640110,Footwear incorporating a protective metal toe-cap,640110,Waterproof footwear incorporating a protective
640192,Covering the ankle but not covering the knee,640192,Waterproof footwear covering the ankle but not
640199,Other,640199,Waterproof footwear (not covering the ankle)
640212,"Ski-boots, cross-country ski footwear and snowboard boots",640211,Ski-boots and cross-country ski footwear of rub
640219,Other,640219,"Sport footwear, nes, of rubber or plastics"
640220,Footwear with upper straps or thongs assembled to the sole by means of plugs,640220,"Footwear with thongs plugged into soles, of rub"
640291,Covering the ankle,640291,"Footwear, nes, covering the ankle of rubber or"
640299,Other,640299,"Footwear, nes, not covering the ankle, of rubbe"
640312,"Ski-boots, cross-country ski footwear and snowboard boots",640311,"Ski-boots, etc, with rubber, plastics, leather."
640319,Other,640319,"Sports footwear, with rubber, plastics, leather"
640320,"Footwear with outer soles of leather, and uppers which consist of leather straps across the instep and around the big toe",640320,"Sandles, with leather soles and straps (over in"
640340,"Other footwear, incorporating a protective metal toe-cap",640340,"Footwear, with a metal toe-cap, leather uppers"
640351,Covering the ankle,640351,"Footwear with leather soles and uppers, coverin"
640359,Other,640359,"Footwear with leather soles and uppers, not cov"
640391,Covering the ankle,640391,Footwear with rubber... soles and leather upper
640399,Other,640399,"Footwear with rubber... soles, leather uppers,"
640411,"Sports footwear; tennis shoes, basketball shoes, gym shoes, training shoes and the like",640411,"Sports footwear,with rubber or plastic soles an"
640419,Other,640419,"Other footwear,with rubber or plastic soles and"
640420,Footwear with outer soles of leather or composition leather,640420,Footwear with leather or composition leather so
640510,With uppers of leather or composition leather,640510,"Footwear, nes, with leather or composition leat"
640520,With uppers of textile materials,640520,"Footwear, nes, with textile uppers"
640590,Other,640590,"Footwear, nes"
640610,"Uppers and parts thereof, other than stiffeners",640610,Uppers and parts thereof (excl. stiffeners)
640620,"Outer soles and heels, of rubber or plastics",640620,Outer soles and heels of rubber or plastics
640690,Other,640699,"Non-wood parts of footwear (excl. uppers, outer"
650100,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux and manchons (including slit manchons), of felt.",650100,"Hat-forms, hat bodies and hoods of felt; platea"
650200,"Hat-shapes, plaited or made by assembling strips of any material, neither blocked to shape, nor with made brims, nor lined, nor trimmed.",650200,"Hat-shapes, plaited or made by assembling strip"
650400,"Hats and other headgear, plaited or made by assembling strips of any material, whether or not lined or trimmed.",650400,"Hats and other headgear, plaited or assembled b"
650500,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hair-nets of any material, whether or not lined or trimmed.",650590,"Hats and other headgear, knitted or crocheted,"
650610,Safety headgear,650610,Safety headgear
650691,Of rubber or of plastics,650691,"Hats and other headgear, of rubber or plastics"
650699,Of other materials,650699,"Hats and other headgear, nes"
650700,"Head-bands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear.",650700,"Head-bands, linings, covers, hat foundations, e"
660110,Garden or similar umbrellas,660110,Garden or similar umbrellas
660191,Having a telescopic shaft,660191,"Umbrellas and sun umbrellas, having a telescopi"
660199,Other,660199,"Umbrellas and sun umbrellas, nes"
660200,"Walking-sticks, seat-sticks, whips, riding-crops and the like.",660200,"Walking-sticks, seat-sticks, whips, riding-crop"
660320,"Umbrella frames, including frames mounted on shafts (sticks)",660320,"Umbrella frames, including frames mounted on sh"
660390,Other,660390,"Parts, trimmings and accessories of articles of"
670100,"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down and articles thereof (other than goods of heading 05.05 and worked quills and scapes).",670100,"Prepared skins of birds with feathers or down,"
670210,Of plastics,670210,"Artificial flowers, foliage and fruit and artic"
670290,Of other materials,670290,"Artificial flowers, foliage, etc and articles t"
670300,"Human hair, dressed, thinned, bleached or otherwise worked; wool or other animal hair or other textile materials, prepared for use in making wigs or the like.",670300,"Human hair, dressed, etc; animal hair and synth"
670411,Complete wigs,670411,Complete wigs of synthetic textile materials
670419,Other,670419,"False beards, eyebrows and eyelashes, etc, of s"
670420,Of human hair,670420,"Wigs, false beards, eyebrows, etc and articles,"
670490,Of other materials,670490,"Wigs, false beards, eyebrows, etc, nes"
680100,"Setts, curbstones and flagstones, of natural stone (except slate).",680100,"Setts, curbstones and flagstones of natural sto"
680210,"Tiles, cubes and similar articles, whether or not rectangular (including square), the largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm; artificially coloured granules, chippings and powder",680210,Tiles etc rect or not >7 cm etc; arti coloured
680221,"Marble, travertine and alabaster",680221,"Monumental/building stone,cut/sawn flat/even,ma"
680223,Granite,680223,"Monumental/building stone, cut/sawn flat or eve"
680229,Other stone,680229,"Monumental/building stone, cut/sawn flat or eve"
680291,"Marble, travertine and alabaster",680291,"Worked monumental/building stone nes, marble, t"
680292,Other calcareous stone,680292,"Worked monumental/building stone nes, calcareou"
680293,Granite,680293,"Worked monumental/building stone nes, granite"
680299,Other stone,680299,Worked monumental/building stone nes
680300,Worked slate and articles of slate or of agglomerated slate.,680300,Worked slate and articles of slate or of agglom
680410,"Millstones and grindstones for milling, grinding or pulping",680410,"Millstones and grindstones for milling, grindin"
680421,Of agglomerated synthetic or natural diamond,680421,"Millstones,grindstones etc of agglomerated synt"
680422,Of other agglomerated abrasives or of ceramics,680422,"Millstones, grindstones etc of oth agglomerated"
680423,Of natural stone,680423,"Millstones, grindstones etc of natural stone"
680430,Hand sharpening or polishing stones,680430,Hand sharpening or polishing stones
680510,On a base of woven textile fabric only,680510,Natural or artificial abrasive powder or grain
680520,On a base of paper or paperboard only,680520,Natural or artificial abrasive powder or grain
680530,On a base of other materials,680530,Natural or artificial abrasive powder or grain
680610,"Slag wool, rock wool and similar mineral wools (including intermixtures thereof), in bulk, sheets or rolls",680610,"Slag wool, rock wool & similar mineral wools in"
680620,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials (including intermixtures thereof)",680620,"Exfoliated vermiculite,expanded clays,foamed sl"
680690,Other,680690,"Art. of heat/sound insulating,etc,nes,mineral m"
680710,In rolls,680710,"Asphalt or similar material articles, in rolls"
680790,Other,680790,Asphalt or similar material articles nes
680800,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, chips, particles, sawdust or other waste, of wood, agglomerated with cement, plaster or other mineral binders.",680800,"Panels,boards etc of veg fbr,straw etc agglomer"
680911,Faced or reinforced with paper or paperboard only,680911,Plaster boards etc not ornamental faced or rein
680919,Other,680919,Plaster boards etc not ornamental faced or rein
680990,Other articles,680990,Articles of plaster or compositions based on pl
681011,Building blocks and bricks,681011,"Building blocks and bricks of cement, concrete"
681019,Other,681019,"Tiles,flagstones and similar art. of cement/con"
681091,Prefabricated structural components for building or civil engineering,681091,Prefabri structural components of buildings etc
681099,Other,681099,"Articles of cement, of concrete or of artificia"
681140,Containing asbestos,681190,"Articles nes, of asbestos-cement of cellulose f"
681181,Corrugated sheets,681110,"Corrugated sheets of asbestos-cement,of cellulo"
681182,"Other sheets, panels, tiles and similar articles",681120,"Sheets nes,panels/tiles etc of asbestos-cement,"
681189,Other articles,681190,"Articles nes, of asbestos-cement of cellulose f"
681280,Of crocidolite,681290,Asbestos fabricated products nes
681291,"Clothing, clothing accessories, footwear and headgear",681250,"Asbestos clothing, clothing accessories, footwe"
681292,"Paper, millboard and felt",681260,"Asbestos paper, millboard and felt"
681293,"Compressed asbestos fibre jointing, in sheets or rolls",681270,"Compressed asbestos fibre jointing, in sheets o"
681299,Other,681290,Asbestos fabricated products nes
681320,Containing asbestos,681310,Asbestos brake linings and pads
681381,Brake linings and pads,681310,Asbestos brake linings and pads
681389,Other,681390,Asbestos friction material and articles nes
681410,"Plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support",681410,"Mica plates,sheets and strips,agglomerated/reco"
681490,Other,681490,Worked mica and articles of mica nes
681510,Non-electrical articles of graphite or other carbon,681510,Non-electrical articles of graphite or other ca
681520,Articles of peat,681520,Articles of peat
681591,"Containing magnesite, dolomite or chromite",681591,"Articles containing magnesite, dolomite or chro"
681599,Other,681599,Articles of stone or of other mineral substance
690100,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (for example, kieselguhr, tripolite or diatomite) or of similar siliceous earths.",690100,"Bricks, blocks etc&ceramic gds of siliceous fos"
690210,"Containing by weight, singly or together, more than 50 % of the elements Mg, Ca or Cr, expressed as MgO, CaO or Cr2O3",690210,"Refractory bricks etc >50% Mg, Ca or Cr express"
690220,"Containing by weight more than 50 % of alumina (Al2O3), of silica (SiO2) or of a mixture or compound of these products",690220,"Refractory bricks etc >50% alumina Al2O3, silic"
690290,Other,690290,Refractory bricks etc nes
690310,Containing by weight more than 50 % of graphite or other carbon or of a mixture of these products,690310,"Refractory ceramic gds nes, >50% of graphite or"
690320,Containing by weight more than 50 % of alumina (Al2O3) or of a mixture or compound of alumina and of silica (SiO2),690320,"Refractory ceramic gds nes,>50% of Al2O3 or mx/"
690390,Other,690390,Refractory ceramic goods nes
690410,Building bricks,690410,Building bricks
